"Date","Asset","Return"
2013-03-20,"Danske Invest Euro IG Obl KL DKK Wdh",0.00161978
2013-03-20,"Danske Invest US High Yield Bonds KL",0.00161978
2013-03-20,"Danske Invest Kommuner 4 KL",0.00238005
2013-03-20,"Danske Invest Danm In ex OMXC20 DKK d",0.011079
2013-03-20,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00153748
2013-03-20,"Danske Invest Gl VO KL DKK W d h",0.00168492
2013-03-20,"Danske Invest Euro IG Corp Bd I",0.00213675
2013-03-20,"Wealth Invest HP Engros Korte Danske Obl",0.00136479
2013-03-20,"Gudme Raaschou European High Yield",0.000155885
2013-03-20,"Jyske Invest Højt Ratede Vrk.obl KL",0.00218142
2013-03-20,"Maj Invest Danske Obligationer",0.00140423
2013-03-20,"Maj Invest Vækstaktier",-0.000973888
2013-03-20,"Nordea Invest Engros Corporate Bonds",0.00188911
2013-03-20,"Nordea Invest Danske Aktier Fokus KL 1",-0.00260158
2013-03-20,"Nordea Invest Euro High Yield Bnd KL 1",-0.00116057
2013-03-20,"Nordea Invest Korte Obl Lagerbe KL 1",0.000719277
2013-03-20,"Nykredit Alpha Mira",0.00517464
2013-03-20,"Nykredit Invest Engros DK Fokusaktier KL",0.00259645
2013-03-20,"Nykredit Invest Ansvarlige Kreditobl.",0.00352688
2013-03-20,"Wealth Invest HP Invest Korte Danske Obl",0.00136479
2013-03-20,"iShares Gold Producers ETF USD Acc",0.0153147
2013-03-20,"Nordea Invest Danske Aktier Fokus KL 2",-0.00260158
2013-03-20,"Nordea Invest Korte Obli Lagerbe KL 2",0.000719277
2013-03-20,"Nordea Invest Euro High Yield Bonds KL 2",-0.00116057
2013-03-27,"BankInvest Korte Danske Obligationer W",0.00163881
2013-03-27,"BankInvest Korte Danske Obligationer A",0.00163881
2013-03-27,"BGF Swiss Small & MidCap Opps D2",-0.0148613
2013-03-27,"BGF World Gold A2 HKD Hedged",0.0142421
2013-03-27,"BGF World Gold A2",0.0148808
2013-03-27,"BGF World Gold X2",0.0150791
2013-03-27,"BGF World Gold D4",0.0159202
2013-03-27,"BGF World Gold I2",0.0150604
2013-03-27,"BGF World Gold D2 SGD Hedged",0.0225001
2013-03-27,"BGF Swiss Small & MidCap Opps A2",-0.0150491
2013-03-27,"BGF World Gold D2",0.0150218
2013-03-27,"BGF World Gold A4",0.0148808
2013-03-27,"BSF European Unconstrained Eq I2 PF EUR",0.000179241
2013-03-27,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000679282
2013-03-27,"Danske Invest Danm In x OMXC20 DKK Wd",0.00457361
2013-03-27,"Danske Inv Euro IG CB Rst DKK Wd",0.00160818
2013-03-27,"Danske Invest Euro IG Obl KL DKK Wdh",0.00144693
2013-03-27,"Danske Invest US High Yield Bonds KL",0.00144693
2013-03-27,"Danske Invest Kommuner 4 KL",0.00151961
2013-03-27,"Danske Invest Danm In ex OMXC20 DKK d",0.00457361
2013-03-27,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00160818
2013-03-27,"Danske Invest Gl VO KL DKK W d h",0.00130829
2013-03-27,"Danske Invest Euro IG Corp Bd I",0.00127256
2013-03-27,"Wealth Invest HP Engros Korte Danske Obl",0.00209137
2013-03-27,"Gudme Raaschou European High Yield",-0.00015586
2013-03-27,"Jyske Invest Højt Ratede Vrk.obl KL",-0.00121494
2013-03-27,"Maj Invest Danske Obligationer",0.00252407
2013-03-27,"Maj Invest Vækstaktier",0.0108451
2013-03-27,"Nordea Invest Engros Corporate Bonds",0.00113133
2013-03-27,"Nordea Invest Danske Aktier Fokus KL 1",-0.00260836
2013-03-27,"Nordea Invest Euro High Yield Bnd KL 1",0.00248983
2013-03-27,"Nordea Invest Korte Obl Lagerbe KL 1",0.00287504
2013-03-27,"Nykredit Alpha Mira",0.0119691
2013-03-27,"Nykredit Invest Engros DK Fokusaktier KL",0.00134333
2013-03-27,"Nykredit Invest Ansvarlige Kreditobl.",0.00102863
2013-03-27,"Wealth Invest HP Invest Korte Danske Obl",0.00209137
2013-03-27,"iShares Gold Producers ETF USD Acc",0.025438
2013-03-27,"Nordea Invest Danske Aktier Fokus KL 2",-0.00260836
2013-03-27,"Nordea Invest Korte Obli Lagerbe KL 2",0.00287504
2013-03-27,"Nordea Invest Euro High Yield Bonds KL 2",0.00248983
2013-04-03,"BankInvest Korte Danske Obligationer W",0.000109075
2013-04-03,"BankInvest Korte Danske Obligationer A",0.000109075
2013-04-03,"BGF Swiss Small & MidCap Opps D2",0.0233206
2013-04-03,"BGF World Gold A2 HKD Hedged",-0.057865
2013-04-03,"BGF World Gold A2",-0.0575665
2013-04-03,"BGF World Gold X2",-0.0570685
2013-04-03,"BGF World Gold D4",-0.0585395
2013-04-03,"BGF World Gold I2",-0.057494
2013-04-03,"BGF World Gold D2 SGD Hedged",-0.0528401
2013-04-03,"BGF Swiss Small & MidCap Opps A2",0.0231729
2013-04-03,"BGF World Gold D2",-0.0575306
2013-04-03,"BGF World Gold A4",-0.0578024
2013-04-03,"BSF European Unconstrained Eq I2 PF EUR",0.0165493
2013-04-03,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00126067
2013-04-03,"Danske Invest Danm In x OMXC20 DKK Wd",0.00920042
2013-04-03,"Danske Inv Euro IG CB Rst DKK Wd",-0.000231132
2013-04-03,"Danske Invest Euro IG Obl KL DKK Wdh",-0.00152983
2013-04-03,"Danske Invest US High Yield Bonds KL",-0.00152983
2013-04-03,"Danske Invest Kommuner 4 KL",0.00170697
2013-04-03,"Danske Invest Danm In ex OMXC20 DKK d",0.00920042
2013-04-03,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.000231132
2013-04-03,"Danske Invest Gl VO KL DKK W d h",-0.00158656
2013-04-03,"Danske Invest Teknologi Indeks KL",0.00285404
2013-04-03,"Danske Invest Euro IG Corp Bd I",-0.00170974
2013-04-03,"Wealth Invest HP Engros Korte Danske Obl",0.00174256
2013-04-03,"Gudme Raaschou European High Yield",-0.000779423
2013-04-03,"Jyske Invest Højt Ratede Vrk.obl KL",0.00227208
2013-04-03,"Maj Invest Danske Obligationer",0.00242447
2013-04-03,"Maj Invest Vækstaktier",0.00174794
2013-04-03,"Nordea Invest Engros Corporate Bonds",-0.000188342
2013-04-03,"Nordea Invest Danske Aktier Fokus KL 1",0.0187678
2013-04-03,"Nordea Invest Euro High Yield Bnd KL 1",-0.000745095
2013-04-03,"Nordea Invest Korte Obl Lagerbe KL 1",0.00102386
2013-04-03,"Nykredit Alpha Mira",0.00413328
2013-04-03,"Nykredit Invest Engros DK Fokusaktier KL",-0.00051097
2013-04-03,"Nykredit Invest Ansvarlige Kreditobl.",-0.000599418
2013-04-03,"Wealth Invest HP Invest Korte Danske Obl",0.00174257
2013-04-03,"iShares Gold Producers ETF USD Acc",-0.0973733
2013-04-03,"Nordea Invest Danske Aktier Fokus KL 2",0.0187678
2013-04-03,"Nordea Invest Korte Obli Lagerbe KL 2",0.00102386
2013-04-03,"Nordea Invest Euro High Yield Bonds KL 2",-0.000745095
2013-04-10,"BankInvest Korte Danske Obligationer W",0.00109063
2013-04-10,"BankInvest Korte Danske Obligationer A",0.00109063
2013-04-10,"BGF Swiss Small & MidCap Opps D2",-0.0208527
2013-04-10,"BGF World Gold A2 HKD Hedged",-0.0104397
2013-04-10,"BGF World Gold A2",-0.01138
2013-04-10,"BGF World Gold X2",-0.0109381
2013-04-10,"BGF World Gold D4",-0.0102345
2013-04-10,"BGF World Gold I2",-0.0111085
2013-04-10,"BGF World Gold D2 SGD Hedged",-0.0110469
2013-04-10,"BGF Swiss Small & MidCap Opps A2",-0.0209408
2013-04-10,"BGF World Gold D2",-0.011013
2013-04-10,"BGF World Gold A4",-0.0111325
2013-04-10,"BSF European Unconstrained Eq I2 PF EUR",-0.0142796
2013-04-10,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00106538
2013-04-10,"Danske Invest Danm In x OMXC20 DKK Wd",-0.0114662
2013-04-10,"Danske Inv Euro IG CB Rst DKK Wd",0.00337736
2013-04-10,"Danske Invest Euro IG Obl KL DKK Wdh",0.00331971
2013-04-10,"Danske Invest US High Yield Bonds KL",0.00331971
2013-04-10,"Danske Invest Kommuner 4 KL",0.000662691
2013-04-10,"Danske Invest Danm In ex OMXC20 DKK d",-0.0114662
2013-04-10,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00337736
2013-04-10,"Danske Invest Gl VO KL DKK W d h",0.00317816
2013-04-10,"Danske Invest Euro IG Corp Bd I",0.00511271
2013-04-10,"Wealth Invest HP Engros Korte Danske Obl",0.00146605
2013-04-10,"Gudme Raaschou European High Yield",0.00647426
2013-04-10,"Jyske Invest Højt Ratede Vrk.obl KL",0.00415604
2013-04-10,"Maj Invest Danske Obligationer",0.00176744
2013-04-10,"Maj Invest Vækstaktier",-0.00848375
2013-04-10,"Nordea Invest Engros Corporate Bonds",0.00339079
2013-04-10,"Nordea Invest Danske Aktier Fokus KL 1",-0.025026
2013-04-10,"Nordea Invest Euro High Yield Bnd KL 1",0.00502237
2013-04-10,"Nordea Invest Korte Obl Lagerbe KL 1",0.000545157
2013-04-10,"Nykredit Alpha Mira",0.00430625
2013-04-10,"Nykredit Invest Engros DK Fokusaktier KL",0.00432585
2013-04-10,"Nykredit Invest Ansvarlige Kreditobl.",0.0034273
2013-04-10,"Wealth Invest HP Invest Korte Danske Obl",0.00146605
2013-04-10,"iShares Gold Producers ETF USD Acc",-0.0143811
2013-04-10,"Nordea Invest Danske Aktier Fokus KL 2",-0.025026
2013-04-10,"Nordea Invest Korte Obli Lagerbe KL 2",0.000545157
2013-04-10,"Nordea Invest Euro High Yield Bonds KL 2",0.00502237
2013-04-17,"BankInvest Korte Danske Obligationer W",0.00189088
2013-04-17,"BankInvest Korte Danske Obligationer A",0.00189088
2013-04-17,"BGF Swiss Small & MidCap Opps D2",-0.0156757
2013-04-17,"BGF World Gold A2 HKD Hedged",-0.165515
2013-04-17,"BGF World Gold A2",-0.164477
2013-04-17,"BGF World Gold X2",-0.164056
2013-04-17,"BGF World Gold D4",-0.169251
2013-04-17,"BGF World Gold I2",-0.164382
2013-04-17,"BGF World Gold D2 SGD Hedged",-0.16476
2013-04-17,"BGF Swiss Small & MidCap Opps A2",-0.0158089
2013-04-17,"BGF World Gold D2",-0.164453
2013-04-17,"BGF World Gold A4",-0.164477
2013-04-17,"BSF European Unconstrained Eq I2 PF EUR",-0.0118795
2013-04-17,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000773994
2013-04-17,"Danske Invest Danm In x OMXC20 DKK Wd",-0.00313748
2013-04-17,"Danske Inv Euro IG CB Rst DKK Wd",0.00161182
2013-04-17,"Danske Invest Euro IG Obl KL DKK Wdh",0.00169678
2013-04-17,"Danske Invest US High Yield Bonds KL",0.00169678
2013-04-17,"Danske Invest Kommuner 4 KL",0.00113529
2013-04-17,"Danske Invest Danm In ex OMXC20 DKK d",-0.00313748
2013-04-17,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00161182
2013-04-17,"Danske Invest Gl VO KL DKK W d h",0.00242266
2013-04-17,"Danske Invest Teknologi Indeks KL",0.00226302
2013-04-17,"Danske Invest Euro IG Corp Bd I",0.00246407
2013-04-17,"Wealth Invest HP Engros Korte Danske Obl",0.00037692
2013-04-17,"Gudme Raaschou European High Yield",0.0059676
2013-04-17,"Jyske Invest Højt Ratede Vrk.obl KL",0.000658452
2013-04-17,"Maj Invest Danske Obligationer",0.0019017
2013-04-17,"Maj Invest Vækstaktier",-0.00169913
2013-04-17,"Nordea Invest Engros Corporate Bonds",0.00612296
2013-04-17,"Nordea Invest Danske Aktier Fokus KL 1",-0.0111147
2013-04-17,"Nordea Invest Euro High Yield Bnd KL 1",0.00730354
2013-04-17,"Nordea Invest Korte Obl Lagerbe KL 1",0.00156358
2013-04-17,"Nykredit Alpha Mira",0.0038464
2013-04-17,"Nykredit Invest Engros DK Fokusaktier KL",0.00251865
2013-04-17,"Nykredit Invest Ansvarlige Kreditobl.",0.00264708
2013-04-17,"Wealth Invest HP Invest Korte Danske Obl",0.00037692
2013-04-17,"iShares Gold Producers ETF USD Acc",-0.201665
2013-04-17,"Nordea Invest Danske Aktier Fokus KL 2",-0.0111147
2013-04-17,"Nordea Invest Korte Obli Lagerbe KL 2",0.00156358
2013-04-17,"Nordea Invest Euro High Yield Bonds KL 2",0.00730354
2013-04-24,"BankInvest Korte Danske Obligationer W",0.000778124
2013-04-24,"BankInvest Korte Danske Obligationer A",0.000778124
2013-04-24,"BGF Swiss Small & MidCap Opps D2",0.00657696
2013-04-24,"BGF World Gold A2 HKD Hedged",0.0332819
2013-04-24,"BGF World Gold A2",0.0324984
2013-04-24,"BGF World Gold X2",0.0328575
2013-04-24,"BGF World Gold D4",0.0383661
2013-04-24,"BGF World Gold I2",0.0327274
2013-04-24,"BGF World Gold D2 SGD Hedged",0.0269329
2013-04-24,"BGF Swiss Small & MidCap Opps A2",0.00640196
2013-04-24,"BGF World Gold D2",0.0326963
2013-04-24,"BGF World Gold A4",0.0324984
2013-04-24,"BSF European Unconstrained Eq I2 PF EUR",0.0042882
2013-04-24,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.00156955
2013-04-24,"Danske Invest Danm In x OMXC20 DKK Wd",0.013579
2013-04-24,"Danske Inv Euro IG CB Rst DKK Wd",0.00542563
2013-04-24,"Danske Invest Euro IG Obl KL DKK Wdh",0.00540682
2013-04-24,"Danske Invest US High Yield Bonds KL",0.00540682
2013-04-24,"Danske Invest Kommuner 4 KL",0.00105445
2013-04-24,"Danske Invest Danm In ex OMXC20 DKK d",0.013579
2013-04-24,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00542563
2013-04-24,"Danske Invest Gl VO KL DKK W d h",0.00526418
2013-04-24,"Danske Invest Euro IG Corp Bd I",0.00538233
2013-04-24,"Wealth Invest HP Engros Korte Danske Obl",0.00122091
2013-04-24,"Gudme Raaschou European High Yield",0.0022605
2013-04-24,"Jyske Invest Højt Ratede Vrk.obl KL",0.00291408
2013-04-24,"Maj Invest Danske Obligationer",0.00157434
2013-04-24,"Maj Invest Vækstaktier",-0.00285697
2013-04-24,"Nordea Invest Engros Corporate Bonds",0.00314033
2013-04-24,"Nordea Invest Danske Aktier Fokus KL 1",0.0224745
2013-04-24,"Nordea Invest Euro High Yield Bnd KL 1",0.00423958
2013-04-24,"Nordea Invest Korte Obl Lagerbe KL 1",0.00148984
2013-04-24,"Nykredit Alpha Mira",0.00521357
2013-04-24,"Nykredit Invest Engros DK Fokusaktier KL",0.00373751
2013-04-24,"Nykredit Invest Ansvarlige Kreditobl.",0.00298075
2013-04-24,"Wealth Invest HP Invest Korte Danske Obl",0.00122091
2013-04-24,"iShares Gold Producers ETF USD Acc",0.0860182
2013-04-24,"Nordea Invest Danske Aktier Fokus KL 2",0.0224745
2013-04-24,"Nordea Invest Korte Obli Lagerbe KL 2",0.00148984
2013-04-24,"Nordea Invest Euro High Yield Bonds KL 2",0.00423958
2013-05-01,"BankInvest Korte Danske Obligationer W",0.000888593
2013-05-01,"BankInvest Korte Danske Obligationer A",0.000888593
2013-05-01,"BGF Swiss Small & MidCap Opps D2",0.0280352
2013-05-01,"BGF World Gold A2 HKD Hedged",-0.00727121
2013-05-01,"BGF World Gold A2",-0.00727818
2013-05-01,"BGF World Gold X2",-0.00706052
2013-05-01,"BGF World Gold D4",-0.00303291
2013-05-01,"BGF World Gold I2",-0.00697644
2013-05-01,"BGF World Gold D2 SGD Hedged",0.00250332
2013-05-01,"BGF Swiss Small & MidCap Opps A2",0.0279229
2013-05-01,"BGF World Gold D2",-0.00714191
2013-05-01,"BGF World Gold A4",-0.00727818
2013-05-01,"BSF European Unconstrained Eq I2 PF EUR",0.0166535
2013-05-01,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000685602
2013-05-01,"Danske Invest Danm In x OMXC20 DKK Wd",0.012823
2013-05-01,"Danske Inv Euro IG CB Rst DKK Wd",0.00348689
2013-05-01,"Danske Invest Euro IG Obl KL DKK Wdh",0.00407668
2013-05-01,"Danske Invest US High Yield Bonds KL",0.00407668
2013-05-01,"Danske Invest Kommuner 4 KL",0.0018194
2013-05-01,"Danske Invest Danm In ex OMXC20 DKK d",0.012823
2013-05-01,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00348689
2013-05-01,"Danske Invest Gl VO KL DKK W d h",0.0045578
2013-05-01,"Danske Invest Teknologi Indeks KL",0.00132495
2013-05-01,"Danske Invest Euro IG Corp Bd I",0.00475968
2013-05-01,"Wealth Invest HP Engros Korte Danske Obl",0.00214347
2013-05-01,"Gudme Raaschou European High Yield",0.00746392
2013-05-01,"Jyske Invest Højt Ratede Vrk.obl KL",0.00281188
2013-05-01,"Maj Invest Danske Obligationer",0.00324197
2013-05-01,"Maj Invest Vækstaktier",-0.00353572
2013-05-01,"Nordea Invest Engros Corporate Bonds",0.00361964
2013-05-01,"Nordea Invest Danske Aktier Fokus KL 1",0.00796508
2013-05-01,"Nordea Invest Euro High Yield Bnd KL 1",0.0089823
2013-05-01,"Nordea Invest Korte Obl Lagerbe KL 1",0.000956328
2013-05-01,"Nykredit Alpha Mira",0.00112479
2013-05-01,"Nykredit Invest Engros DK Fokusaktier KL",0.00618001
2013-05-01,"Nykredit Invest Ansvarlige Kreditobl.",0.00467012
2013-05-01,"Wealth Invest HP Invest Korte Danske Obl",0.00214347
2013-05-01,"iShares Gold Producers ETF USD Acc",-0.0262528
2013-05-01,"Nordea Invest Danske Aktier Fokus KL 2",0.00796508
2013-05-01,"Nordea Invest Korte Obli Lagerbe KL 2",0.000956328
2013-05-01,"Nordea Invest Euro High Yield Bonds KL 2",0.0089823
2013-05-08,"BankInvest Korte Danske Obligationer W",0.000110975
2013-05-08,"BankInvest Korte Danske Obligationer A",0.000110975
2013-05-08,"BGF Swiss Small & MidCap Opps D2",0.0131106
2013-05-08,"BGF World Gold A2 HKD Hedged",0.00681439
2013-05-08,"BGF World Gold A2",0.00722331
2013-05-08,"BGF World Gold X2",0.00767058
2013-05-08,"BGF World Gold D4",0.00345744
2013-05-08,"BGF World Gold I2",0.00730315
2013-05-08,"BGF World Gold D2 SGD Hedged",0.010098
2013-05-08,"BGF Swiss Small & MidCap Opps A2",0.012919
2013-05-08,"BGF World Gold D2",0.00745077
2013-05-08,"BGF World Gold A4",0.00722331
2013-05-08,"BSF European Unconstrained Eq I2 PF EUR",0.0180803
2013-05-08,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000195752
2013-05-08,"Danske Invest Danm In x OMXC20 DKK Wd",0.0155896
2013-05-08,"Danske Inv Euro IG CB Rst DKK Wd",0.00386562
2013-05-08,"Danske Invest Euro IG Obl KL DKK Wdh",0.00414651
2013-05-08,"Danske Invest US High Yield Bonds KL",0.00414651
2013-05-08,"Danske Invest Kommuner 4 KL",0.000286752
2013-05-08,"Danske Invest Danm In ex OMXC20 DKK d",0.0155896
2013-05-08,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00386562
2013-05-08,"Danske Invest Gl VO KL DKK W d h",0.00386138
2013-05-08,"Danske Invest Euro IG Corp Bd I",0.00360339
2013-05-08,"Wealth Invest HP Engros Korte Danske Obl",-0.000533397
2013-05-08,"Gudme Raaschou European High Yield",0.00469213
2013-05-08,"Jyske Invest Højt Ratede Vrk.obl KL",0.00271053
2013-05-08,"Maj Invest Danske Obligationer",0.000783392
2013-05-08,"Maj Invest Vækstaktier",-0.0021412
2013-05-08,"Nordea Invest Engros Corporate Bonds",0.00263184
2013-05-08,"Nordea Invest Danske Aktier Fokus KL 1",0.016944
2013-05-08,"Nordea Invest Euro High Yield Bnd KL 1",0.00925843
2013-05-08,"Nordea Invest Korte Obl Lagerbe KL 1",0.000636943
2013-05-08,"Nykredit Alpha Mira",0.00418201
2013-05-08,"Nykredit Invest Engros DK Fokusaktier KL",0.00186244
2013-05-08,"Nykredit Invest Ansvarlige Kreditobl.",0.0010142
2013-05-08,"Wealth Invest HP Invest Korte Danske Obl",-0.000533398
2013-05-08,"iShares Gold Producers ETF USD Acc",0.0363966
2013-05-08,"Nordea Invest Danske Aktier Fokus KL 2",0.016944
2013-05-08,"Nordea Invest Korte Obli Lagerbe KL 2",0.000636943
2013-05-08,"Nordea Invest Euro High Yield Bonds KL 2",0.00925843
2013-05-15,"BankInvest Korte Danske Obligationer W",0.000554816
2013-05-15,"BankInvest Korte Danske Obligationer A",0.000554816
2013-05-15,"BGF Swiss Small & MidCap Opps D2",-0.000698636
2013-05-15,"BGF World Gold A2 HKD Hedged",-0.0269682
2013-05-15,"BGF World Gold A2",-0.0268232
2013-05-15,"BGF World Gold X2",-0.026391
2013-05-15,"BGF World Gold D4",-0.0274184
2013-05-15,"BGF World Gold I2",-0.0265601
2013-05-15,"BGF World Gold D2 SGD Hedged",-0.0411775
2013-05-15,"BGF Swiss Small & MidCap Opps A2",-0.000887896
2013-05-15,"BGF World Gold D2",-0.0269027
2013-05-15,"BGF World Gold A4",-0.0268232
2013-05-15,"BSF European Unconstrained Eq I2 PF EUR",0.0150032
2013-05-15,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000684999
2013-05-15,"Danske Invest Danm In x OMXC20 DKK Wd",0.0140478
2013-05-15,"Danske Inv Euro IG CB Rst DKK Wd",-0.00174616
2013-05-15,"Danske Invest Euro IG Obl KL DKK Wdh",-0.00180661
2013-05-15,"Danske Invest US High Yield Bonds KL",-0.00180661
2013-05-15,"Danske Invest Kommuner 4 KL",0.000191113
2013-05-15,"Danske Invest Danm In ex OMXC20 DKK d",0.0140478
2013-05-15,"Danske Inv EuroIG CorpBds Re KL DKKd",-0.00174616
2013-05-15,"Danske Invest Gl VO KL DKK W d h",-0.00163477
2013-05-15,"Danske Invest Euro IG Corp Bd I",-0.000694455
2013-05-15,"Wealth Invest HP Engros Korte Danske Obl",0.00247555
2013-05-15,"Gudme Raaschou European High Yield",-0.000491602
2013-05-15,"Jyske Invest Højt Ratede Vrk.obl KL",0.00046607
2013-05-15,"Maj Invest Danske Obligationer",-0.000489237
2013-05-15,"Maj Invest Vækstaktier",0.00980933
2013-05-15,"Nordea Invest Engros Corporate Bonds",-0.00184717
2013-05-15,"Nordea Invest Danske Aktier Fokus KL 1",0.0147938
2013-05-15,"Nordea Invest Euro High Yield Bnd KL 1",-0.00291082
2013-05-15,"Nordea Invest Korte Obl Lagerbe KL 1",0.00212179
2013-05-15,"Nykredit Alpha Mira",0.00354301
2013-05-15,"Nykredit Invest Engros DK Fokusaktier KL",-0.000883506
2013-05-15,"Nykredit Invest Ansvarlige Kreditobl.",-0.00118203
2013-05-15,"Wealth Invest HP Invest Korte Danske Obl",0.00247555
2013-05-15,"iShares Gold Producers ETF USD Acc",-0.0713133
2013-05-15,"Nordea Invest Danske Aktier Fokus KL 2",0.0147938
2013-05-15,"Nordea Invest Korte Obli Lagerbe KL 2",0.00212179
2013-05-15,"Nordea Invest Euro High Yield Bonds KL 2",-0.00291082
2013-05-22,"BankInvest Korte Danske Obligationer W",0.00188533
2013-05-22,"BankInvest Korte Danske Obligationer A",0.00188533
2013-05-22,"BGF Swiss Small & MidCap Opps D2",-0.00678479
2013-05-22,"BGF World Gold A2 HKD Hedged",-0.0220264
2013-05-22,"BGF World Gold A2",-0.0224221
2013-05-22,"BGF World Gold X2",-0.0221792
2013-05-22,"BGF World Gold D4",-0.027338
2013-05-22,"BGF World Gold I2",-0.0222945
2013-05-22,"BGF World Gold D2 SGD Hedged",-0.0361947
2013-05-22,"BGF Swiss Small & MidCap Opps A2",-0.00692518
2013-05-22,"BGF World Gold D2",-0.0221491
2013-05-22,"BGF World Gold A4",-0.0224221
2013-05-22,"BSF European Unconstrained Eq I2 PF EUR",-0.0118323
2013-05-22,"Danske Invest Alm Bol ML Obl Kl DKK W d",0.000977899
2013-05-22,"Danske Invest Danm In x OMXC20 DKK Wd",0.00449541
2013-05-22,"Danske Inv Euro IG CB Rst DKK Wd",0.00167121
2013-05-22,"Danske Invest Euro IG Obl KL DKK Wdh",0.00180988
2013-05-22,"Danske Invest US High Yield Bonds KL",0.00180988
2013-05-22,"Danske Invest Kommuner 4 KL",0.000955384
2013-05-22,"Danske Invest Danm In ex OMXC20 DKK d",0.00449541
2013-05-22,"Danske Inv EuroIG CorpBds Re KL DKKd",0.00167121
2013-05-22,"Danske Invest Gl VO KL DKK W d h",0.00183009
2013-05-22,"Danske Invest Euro IG Corp Bd I",0.00184755
2013-05-22,"Wealth Invest HP Engros Korte Danske Obl",0.00104416
2013-05-22,"Gudme Raaschou European High Yield",0.00172145
2013-05-22,"Jyske Invest Højt Ratede Vrk.obl KL",0.00111805
2013-05-22,"Maj Invest Danske Obligationer",0.00146843
2013-05-22,"Maj Invest Vækstaktier",-0.00698197
2013-05-22,"Nordea Invest Engros Corporate Bonds",0.00136359
2013-05-22,"Nordea Invest Danske Aktier Fokus KL 1",0.00773082
